f_unit,f_system,f_equipment,f_tag_name
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,COLD REHEAT,TC1M053205_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,COLD REHEAT,DI1K026201_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,COLD REHEAT,DI1K011114_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,COLD REHEAT,DI1K025114_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,COLD REHEAT,PT1J010805_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,10HLB10CF901_CALC
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D010203_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DO1D012406_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011505_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,VT1D013301_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011204_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D010215_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D010302_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011209_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011210_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011212_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D012506_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D012705_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D010603_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,FFLOW1AIN8_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,FFLOW1AIN7_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011207_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011502_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011205_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,ZT1B020506_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,PT1B020102_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DO1D012405_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D010201_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D026405_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011214_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DO1D012411_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DO1D011407_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011511_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011501_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D012302_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D010301_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D012505_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D011605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D010604_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D012703_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,RT1D011603_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,FFLOW1AIN6_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1A,DI1D011208_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,ESP,DI1I172611_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I172403_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I173301_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I173302_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I172607_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I170111_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I170211_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,COOLING AIR FAN 1A&1B,DI1I172608_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1L031214_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1L031502_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012112_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012111_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K010212_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K011508_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012107_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012205_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K025106_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K024504_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K024503_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K024505_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,PT1K026506_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,TC1J014104_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,PT1K026503_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,ZT1J010206_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,PT1J010505_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1L031506_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1L031504_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1L031213_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1L032104_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012203_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012109_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K010214_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K011214_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K011213_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K010708_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K010706_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K012105_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1I170801_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K024502_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,DI1K024508_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,RT1J014607_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,RT1J014507_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,AO1J010106_MA
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,DEAERATOR,ZT1L044604_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,RT1N062202_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,DI1N060107_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,DI1N060104_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,RT1N062303_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,RT1N062203_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,RT1N062103_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,RT1N062101_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,DI1N060108_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,DI1N074205_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,DI1N060101_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,BOOSTER PUMP 1B,RT1N062106_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,10HNA61CP901_CALC
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D012210_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DO1D011414_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D013212_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1I170110_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D013205_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DO1D012410_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D012204_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DO1D011406_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DO1D011405_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,CT1D013604_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,CT1D012604_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,ZT1B020107_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DO1D012414_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D012208_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D012206_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D012213_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D013204_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D013203_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D013202_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,DI1D012201_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,CT1D013307_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,VT1D013305_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D012503_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010505_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010305_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D012501_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D026401_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D011601_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,10HNC10AA901_CALC
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010507_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010506_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010504_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010601_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D012702_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D011602_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D010602_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1A,RT1D026502_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031507_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E032104_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E033511_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E033510_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E032102_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E031410_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E030404_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E032402_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031101_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E031401_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E030104_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E030102_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1D013501_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031107_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031106_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E030408_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,CT1E032606_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,RT1E032306_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,AO1B024203_MA
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,FFLOW1AIN14_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,FFLOW1AIN12_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,PT1B022605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,PT1B022602_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,PT1E033604_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,TC1B023202_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,RT1E032307_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,RT1E032706_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E032806_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1I170113_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1I170307_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031506_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E033406_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E033104_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E033103_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E033102_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E033101_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E033402_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E033401_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E032401_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031103_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E030103_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1D013404_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E031105_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DO1E030407_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E030108_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,DI1E030105_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,CT1E033606_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,ZT1B022606_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,AO1B024505_MA
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,AI1B022601_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,FFLOW1AIN2_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,TC1E047204_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1B,TC1B023201_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,10LAK31CT901_CALC
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044214_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L046113_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044106_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044108_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044203_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044102_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044104_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L047111_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1N075505_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1N075502_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1N075403_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1L045606_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1L045605_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1L045602_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1L045505_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1L033503_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,PT1L045201_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,AO1J010101_MA
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,AO1A012406_MA
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,AI1L045202_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,AI1L045103_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,10LAC30CT901_CALC
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044412_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044409_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044111_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044107_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044201_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044204_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044112_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044101_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L047112_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L047109_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044205_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044206_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044207_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,DI1L044209_CIN
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1N075504_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1N075404_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1N075401_PNT
PLTU Tanjung Awar-Awar 1,FEEDWATER SYSTEM,MOTOR DRIVEN AUXILIARY FEEDWATER PUMP,RT1L045607_PNT
